property_type,address,city,state,zip_code,price,beds,baths,area,lot_size,year_built,hoa_month
Single Family Residential,606 W Dryden Rd,Dryden,NY,13068,92000,1,1,2000,1.1199954086317723,1950,
Multi-Family (2-4 Unit),11 Bush Ln,Ithaca,NY,14850,525000,6,3,2240,0.55,1981,
Single Family Residential,1165 Taughannock Blvd,Ithaca,NY,14850,1100000,4,2.5,1880,,1890,
Single Family Residential,9 Mill St,Dryden,NY,13053,220000,2,2.5,1435,0.21000918273645547,1890,
Single Family Residential,39 Rosina Dr,Lansing,NY,14850,701000,4,5,4987,0.8300045913682277,1991,
Single Family Residential,396 Sheldon Rd,Dryden,NY,,271000,3,1.5,1128,1,1980,
Single Family Residential,4 Meadow Dr,Dryden,NY,13068,168000,3,2,1612,0.5600091827364555,1976,
Single Family Residential,12 Rosina Dr,Lansing,NY,14850,520000,4,3,3081,0.4100091827364555,1987,
Single Family Residential,365 Fenner Rd,Lansing,NY,,660000,5,3.5,2800,79.73999081726355,2013,
Mobile/Manufactured Home,615 Cortland Rd,Groton,NY,13073,70000,,,624,0.26000918273645546,1965,
Single Family Residential,2250 N Triphammer Rd Unit GL1,Lansing,NY,14850,228000,3,2,1264,0.03230027548209367,1960,519
Multi-Family (2-4 Unit),202 Williams St,Groton,NY,13073,145000,6,3.5,4393,0.4957300275482094,1918,
Single Family Residential,9 Library St,Dryden,NY,13053,314000,5,3,2744,0.35,1890,
Single Family Residential,316 Munson Rd,Lansing,NY,13073,170000,2,1,1159,4.630004591368228,1990,
Single Family Residential,611/615 Cortland Rd,Groton,NY,13073,70000,2,1.5,768,0.5100091827364555,1971,
Single Family Residential,1824 East Shore Dr,Lansing,NY,14850,162000,2,1,1156,0.16000918273645545,1947,
Single Family Residential,14 Leifs Way,Lansing,NY,14850,560000,4,3,2444,0.5589990817263545,2000,
Single Family Residential,89 Nor Way,Lansing,NY,14850,579500,3,3.5,2600,0.16999540863177226,2023,250
Single Family Residential,206 Bossard Rd,Groton,NY,13073,425000,3,2,1419,25.310009182736454,2003,
Single Family Residential,1033 Cobb St,Groton,NY,13073,70000,3,2,1506,1.0100091827364555,1865,
Single Family Residential,269 Etna Rd,Dryden,NY,14850,452500,4,3,2642,2.9699954086317724,2006,
Single Family Residential,492 Lansingville Rd,Lansing,NY,14882,160000,3,1,1415,0.9182736455463728,1978,
Single Family Residential,5 Aidans Ln,Lansing,NY,14850,425000,3,2.5,1680,1,2014,
Single Family Residential,331 Cortland Rd,Dryden,NY,,240000,3,2,1848,1.9199954086317723,1974,
Single Family Residential,62 Southworth Rd,Dryden,NY,13053,230000,3,1,1056,0.6699954086317723,1976,
Single Family Residential,60 Highgate Cir,Lansing,NY,14850,582000,4,2.5,2337,0.45,1975,
Single Family Residential,77 Auburn Rd,Lansing,NY,,398500,4,3.5,3592,0.7300045913682277,1988,
Single Family Residential,47 Lee Rd,Dryden,NY,13053,184000,4,2,1836,0.4201101928374656,1974,
Single Family Residential,424 Sheldon Rd,Dryden,NY,13068,170000,2,2,1056,1.5,1989,
Single Family Residential,164 Dryden Harford Rd,Dryden,NY,13053,245000,6,2,2818,2,1860,
Single Family Residential,184 Virgil Rd,Dryden,NY,13053,260000,3,2,1326,1.0199954086317722,1814,
Single Family Residential,145 Iradell Rd,Ithaca,NY,14850,592500,4,3,4404,15.25,1958,
Single Family Residential,477 Clark Street Ext,Groton,NY,13073,144100,2,1,912,1.5800045913682277,1935,
Single Family Residential,175 Ludlowville Rd,Lansing,NY,,600000,6,5,3971,0.8800045913682277,1815,
Single Family Residential,87 Nor Way,Lansing,NY,14850,579500,3,3.5,2600,0.16999540863177226,2023,250
Single Family Residential,300 Caswell Rd,Dryden,NY,,160050,3,2,1968,1.2,1981,
Single Family Residential,353 Main St,Dryden,NY,13068,290000,5,3,2372,2,1920,
Single Family Residential,496 Auburn Rd,Lansing,NY,,370000,3,2,2005,1.95,1860,
Single Family Residential,16 W Meadow Dr,Lansing,NY,14850,542000,3,2.5,2195,1.1460055096418733,1994,
Single Family Residential,494 Auburn Rd #496,Groton,NY,13073,370000,4,1.5,1920,1.95,1860,
Single Family Residential,41 Livermore Rd,Dryden,NY,13053,350000,4,2.5,2316,1.9699954086317724,1995,
Single Family Residential,1621 Dryden Rd,Freeville,NY,13068,245000,3,1.5,1512,3.2899908172635444,1978,
Single Family Residential,142 W Malloryville Rd,Dryden,NY,,312500,3,1.5,1960,2.3899908172635445,1978,
Single Family Residential,124 Brook Way,Lansing,NY,14850,422500,3,2,1488,0.6199954086317723,1994,
Single Family Residential,55 Janivar Dr,Lansing,NY,14850,503000,3,2.5,2053,0.28999081726354453,2001,
Single Family Residential,508 Buck Rd,Lansing,NY,,440000,3,2.5,2555,1.8589990817263544,2004,
Single Family Residential,102 Corona Ave,Groton,NY,13073,186000,3,1.5,1032,0.23999081726354454,1925,
Single Family Residential,17 Bell Ln,Dryden,NY,13068,50000,3,2,1456,0.02865013774104683,1990,
Single Family Residential,6 Union St,Dryden,NY,13053,190000,3,2,1641,0.16999540863177226,1885,
Single Family Residential,29 Scenic Way,Dryden,NY,,485000,4,2.5,2960,2.9899908172635445,2009,
Single Family Residential,28 Railroad St,Dryden,NY,,207000,3,2,1176,1.3100091827364555,1974,
Single Family Residential,258 Dubois Rd,Ithaca,NY,14850,330000,4,2,2273,4.210009182736456,1939,
Single Family Residential,29 Janivar Dr,Lansing,NY,14850,517000,4,3,1762,0.5100091827364555,1995,
Single Family Residential,13 Brooklyn Rd. Rd,Dryden,NY,,270000,3,2,1750,1.2600091827364555,1975,
Single Family Residential,1000 Sovocool Hill Rd,Groton,NY,13073,244728,3,2,1428,1.0300045913682276,2009,
Single Family Residential,104 Berkshire Rd,Ithaca,NY,14850,502000,4,2,2590,1.2800045913682276,1954,
Single Family Residential,724 S Main St,Groton,NY,13073,150000,2,1,1035,0.9388429752066115,1950,
Single Family Residential,720 Peru Rd. Rd,Groton,NY,13073,455000,4,3,3166,3.25,1988,
Single Family Residential,1472 Taughannock Blvd,Ulysses,NY,14850,345000,2,1.5,1296,0.7,1950,
Multi-Family (2-4 Unit),1881 Dryden Rd,Freeville,NY,13068,225000,4,2,2432,0.6,1880,
Multi-Family (2-4 Unit),1881 Dryden Rd,Dryden,NY,,225000,4,2,2432,0.6,1880,
Single Family Residential,368 Asbury Rd,Lansing,NY,13068,296000,4,3,1818,1.1899908172635445,2006,
Single Family Residential,964 Cayuga Heights Rd,Lansing,NY,14850,617000,4,3,3050,1.8,1971,
Single Family Residential,2250 N Triphammer Rd Unit H-1,Lansing,NY,14850,312000,3,1.5,1312,,1960,570
Single Family Residential,132 Old Peruville Rd,Groton,NY,13073,199000,3,1,1204,1.1899908172635445,1865,
Single Family Residential,141 Goodman Road Rd,Lansing,NY,13073,435000,3,2,1832,1.5,2007,
Single Family Residential,236 Salmon Creek Rd,Lansing,NY,,375000,3,2,1865,2.55,2018,
Single Family Residential,14 Laura Lane Ln,Lansing,NY,14850,595000,4,2.5,2915,0.5600091827364555,1990,
Single Family Residential,8 Cedar Ln,Lansing,NY,14850,660000,4,2.5,2561,1.3199954086317722,1984,
Single Family Residential,99 Sweetland Rd Rd,Dryden,NY,13045,245000,6,3,2495,1.3899908172635445,1870,
Single Family Residential,66 Nor Way,Lansing,NY,14850,525000,3,3.5,2500,0.08000459136822773,2019,250
Single Family Residential,9 Fairwinds Way,Lansing,NY,14850,670000,4,3.5,3911,1.0600091827364555,2003,
Single Family Residential,106 Linderman Ave,Groton,NY,13073,150000,3,1,1120,0.11363636363636363,1915,
Single Family Residential,5 Waterview Hts,Ithaca,NY,14850,793000,4,3.5,3691,1.0399908172635446,1994,
Single Family Residential,341 Etna Rd,Dryden,NY,14850,458000,3,2.5,1848,6.3,2010,
Single Family Residential,13 Woodland Way,Lansing,NY,14850,638000,4,3.5,3661,0.11999540863177227,2012,240
Single Family Residential,955 Ridge Rd,Lansing,NY,14882,51250,3,1.5,1172,2.1600091827364554,1989,
Single Family Residential,85 Nor Way,Lansing,NY,14850,584500,3,3.5,2600,0.21000918273645547,2022,250
Single Family Residential,284 Asbury Rd,Lansing,NY,,430000,3,2,1828,1.0300045913682276,1970,
Single Family Residential,11 Salmon Creek Rd,Lansing,NY,14882,180000,3,1.5,1071,0.21000918273645547,1900,
Single Family Residential,9 Logans Run,Dryden,NY,13053,380000,4,2.5,2897,0.65,1989,
Single Family Residential,540 W Groton Rd,Groton,NY,13073,275000,3,2,1680,12.039990817263545,2012,
Single Family Residential,165 Cayuga St,Groton,NY,13073,221000,3,1.5,1812,0.8600091827364554,1870,
Single Family Residential,22 W Ladoga Park Rd,Lansing,NY,,995000,3,3,2148,0.35,1999,
Single Family Residential,101 Nor Way,Lansing,NY,14850,565000,3,3.5,2596,0.18000459136822775,2022,250
Single Family Residential,461 Cortland Rd,Groton,NY,13073,120000,5,2,3312,1.9199954086317723,1860,
Single Family Residential,4111 Garrett Rd,Ulysses,NY,14850,356000,3,3,2746,4.6800045913682276,1971,
Single Family Residential,8 Ocean Dr,Dryden,NY,13068,275100,4,2.5,1956,1.5518824609733701,1974,
Single Family Residential,25 Murfield Dr,Lansing,NY,14850,425000,4,2.5,2040,1.5899908172635446,1992,
Single Family Residential,115 Hamilton,Groton,NY,13073,165050,4,1,1323,0.3985307621671258,1960,
Single Family Residential,29 Highgate Circle Cir,Lansing,NY,14850,505000,4,2.5,2192,0.6800045913682278,1984,
Single Family Residential,27 Rochester St,Dryden,NY,13053,149900,3,1,1395,0.4800045913682277,1974,
Single Family Residential,17 South St,Dryden,NY,13053,250000,3,2,2364,0.21000918273645547,1867,
Single Family Residential,28 Cemetery Ln,Groton,NY,,375000,3,2,2139,5.95,1825,
Single Family Residential,60 Nor Way,Ithaca,NY,14850,493730,3,3.5,2297,0.16999540863177226,2006,
Single Family Residential,339 Asbury Rd,Lansing,NY,,545000,3,2,2166,1.4300045913682278,2016,
Ranch,430 Auburn Rd,Lansing,NY,13073,549900,2,1.5,726,41.9,2008,
Single Family Residential,85 Wood Rd,Dryden,NY,,271000,4,2,1391,1,1970,
Single Family Residential,655 Main St Etna,Dryden,NY,13053,171000,3,2,1764,2.2,1971,
Single Family Residential,29 W Malloryville Rd,Freeville,NY,13068,45000,2,1,938,0.5971074380165289,1900,
Single Family Residential,17 Valley View Dr,Groton,NY,13073,45000,2,1,980,,1978,
Single Family Residential,20 Janivar Dr,Ithaca,NY,14850,435000,3,2,1694,0.34382460973370066,1998,
Single Family Residential,30 Ridge Rd,Lansing,NY,,443000,3,2.5,2809,1.1600091827364554,2023,
Single Family Residential,8 Myers Hts,Lansing,NY,14882,200000,4,2,1896,1.4100091827364554,1923,
Single Family Residential,56 Teeter Rd,Lansing,NY,14850,824000,4,3.5,4417,1.2100091827364554,1995,
Single Family Residential,24 Woodland Way,Lansing,NY,14850,499000,3,2.5,2427,0.13000459136822773,2022,206
Single Family Residential,1225 Hinging Post Rd,Ulysses,NY,14850,850000,4,3.5,4068,2.6399908172635445,1989,
Single Family Residential,11 Blackberry Ln,Dryden,NY,13068,69000,3,2,1120,,2001,
Single Family Residential,303 Elm St,Groton,NY,13073,215000,3,1,1656,0.28484848484848485,1864,
Single Family Residential,1871 E Shore Dr,Lansing,NY,14850,235030,2,1,1008,0.65,1940,
Single Family Residential,321 Wood Rd,Dryden,NY,,187000,1,1,606,3.05,2011,
Single Family Residential,15 Janivar Dr,Lansing,NY,14850,350900,3,2,1653,0.21999540863177228,1996,
Single Family Residential,2250 N Triphammer Rd Unit B3,Lansing,NY,14850,174390,1,1,650,,1960,262
Single Family Residential,2250 N Triphammer Rd. Rd Unit F12,Lansing,NY,14850,211000,2,1,1035,,1960,
Single Family Residential,2281 Hanshaw Rd,Dryden,NY,13068,107250,3,1,2254,0.6,1970,
Single Family Residential,104 West Hl,Groton,NY,13073,300000,3,2,1316,0.4800045913682277,2012,
Single Family Residential,104 W Hill Ln,Groton,NY,13073,300000,3,2,1316,0.4800045913682277,2012,
Single Family Residential,165 Wood Rd,Freeville,NY,13068,350000,3,2,2208,47.95,1850,
Single Family Residential,312 Mcclintock Rd,Dryden,NY,13053,244235,2,1,1048,0.41999540863177226,1935,
Single Family Residential,131 Reach Run,Lansing,NY,14850,1225000,4,5.5,6728,0.9600091827364554,1999,
Single Family Residential,174 Pinckney Rd,Dryden,NY,14850,321000,3,2.5,1832,1.3,1972,
Single Family Residential,111 Cedar Ln,Groton,NY,13073,237400,4,1.5,1670,0.36999540863177227,1974,
Single Family Residential,94 W Dryden Rd,Freeville,NY,13068,150000,3,1,1320,0.6699954086317723,1860,
Single Family Residential,91 Nor Way,Lansing,NY,14850,584500,3,3.5,2600,0.21000918273645547,2022,250
Single Family Residential,106 Stevens Rd,Groton,NY,13068,150000,3,1,1629,0.9300045913682278,1865,
Single Family Residential,502 1/2 Spring St,Groton,NY,13073,99474,2,1,763,0.38000459136822773,1920,
Single Family Residential,106 Stevens Rd,Dryden,NY,,150000,3,1,1629,0.9300045913682278,1865,
Single Family Residential,6 Conlon Rd,Lansing,NY,,195000,2,1,1206,0.5100091827364555,1890,
Single Family Residential,9 St. Joseph Ln,Lansing,NY,14850,489000,3,2,1877,0.5100091827364555,1985,
Single Family Residential,354 Sheldon Rd,Freeville,NY,13068,235000,3,2,1936,9.860009182736455,1999,
Single Family Residential,10 Hilton Rd,Dryden,NY,13053,268000,3,2,1764,0.2975206611570248,1970,
Single Family Residential,403 Auburn Rd,Lansing,NY,13078,395000,3,3,1784,2.7199954086317724,1890,
Single Family Residential,403 Auburn Rd,Groton,NY,13078,395000,3,3,1784,2.7199954086317724,1890,
Single Family Residential,5 Applewood Ln,Dryden,NY,13053,335000,4,3,2377,0.28000459136822775,2013,
Single Family Residential,502 Spring Street St,Groton,NY,13073,155000,2,1.5,928,0.11707988980716254,1910,
Multi-Family (2-4 Unit),1611 Dryden Rd,Dryden,NY,,280000,5,3,2812,3.1,1980,
Multi-Family (2-4 Unit),1611 Dryden Rd,Freeville,NY,13068,280000,5,3,2812,3.1,1980,
Single Family Residential,63 Whispering Pines Dr,Lansing,NY,14850,770000,4,4,3601,1.5,2004,
Single Family Residential,508 Spring St,Groton,NY,13073,149000,3,1,1384,0.28999081726354453,1976,
Single Family Residential,2250 N Triphammer Rd Unit G11,Lansing,NY,14850,189000,2,1,950,0.02268135904499541,1979,429
Single Family Residential,472 Lansingville Rd,Lansing,NY,,421655,3,2.5,2194,1.4,2006,
Single Family Residential,474 Locke Rd,Groton,NY,13073,76400,3,1,1200,1.1399908172635445,1940,
Single Family Residential,1 Lake Country Ave,Dryden,NY,14850,50000,3,2,1624,,1998,
Single Family Residential,11 Lockerby Hill Rd,Lansing,NY,14882,176300,3,2,960,1.3300045913682277,1980,
Single Family Residential,6 Pebble Dr,Dryden,NY,13053,189900,3,1.5,1540,0.679981634527089,1983,
Single Family Residential,502 W Cortland St,Groton,NY,13073,80000,3,2,924,1.0399908172635446,1974,
Single Family Residential,1187 Taughannock Blvd,Ulysses,NY,14850,270000,,0.5,385,0.18000459136822775,1930,
Single Family Residential,500 Auburn Rd,Lansing,NY,13073,173000,2,1,1000,1.1399908172635445,1951,
Multi-Family (2-4 Unit),204 S Main St,Groton,NY,13073,105000,4,1,2202,0.3600091827364555,1900,
Single Family Residential,49 Murfield Dr,Lansing,NY,14850,420000,3,3,2044,1.4,1991,
Single Family Residential,12 Hilton Rd,Dryden,NY,13053,190100,3,1,1008,0.3199954086317723,1970,
Single Family Residential,1122 Taughannock Blvd,Ulysses,NY,14850,380000,3,1.5,1408,0.5300045913682278,1942,
Single Family Residential,127 E South St,Groton,NY,13073,114000,3,1,1160,0.0707070707070707,1919,
Single Family Residential,4 Palmer Dr,Dryden,NY,13053,39500,2,1,980,,2019,
Mobile/Manufactured Home,123 Dryden Harford Rd,Dryden,NY,13053,75000,,,938,0.8699954086317723,1982,
Single Family Residential,702 Elm St,Groton,NY,13073,260000,4,2.5,3392,2.230004591368228,1920,
Single Family Residential,6 Harbor Cir,Dryden,NY,14850,17000,2,2,980,,1982,
Single Family Residential,115 Walpole Rd,Groton,NY,13073,285000,3,2,1248,0.3600091827364555,1988,
Multi-Family (2-4 Unit),313 Barrows St,Groton,NY,13073,105000,6,2,2592,0.43999081726354455,1900,
Single Family Residential,589 W Dryden Rd,Dryden,NY,,282500,2,2,1621,5.660009182736456,2001,
Single Family Residential,87 Armstrong Rd,Lansing,NY,14882,125000,2,1,1032,9.919995408631772,1977,
Single Family Residential,1457 Taughannock Blvd,Ulysses,NY,14850,1325000,3,1.5,1284,4.7,1880,
Single Family Residential,13 Goodrich Way,Dryden,NY,13053,320000,3,2.5,2460,0.7600091827364555,1990,
Single Family Residential,490 W Dryden Rd,Dryden,NY,,279000,6,3.5,1976,2.95,2003,
Single Family Residential,117 Dryden Harford Rd,Dryden,NY,13053,200000,3,1,1260,0.7199954086317722,1963,
Single Family Residential,6 Weber St,Ithaca-city,NY,13053,157000,4,1,1300,0.9699954086317722,1865,
Single Family Residential,999 Salmon Creek Rd,Lansing,NY,,260000,3,1,2240,2.5699954086317724,1980,
Single Family Residential,101 Mack St,Groton,NY,13073,160000,3,1,1139,0.4591368227731864,1958,
Single Family Residential,5 Cricket Ln,Dryden,NY,13068,170000,3,2,2232,0.7300045913682277,1973,
Single Family Residential,20 South St,Dryden,NY,13053,115000,5,2.5,1641,0.36999540863177227,1865,
Single Family Residential,18 Anchor Dr,Dryden,NY,14850,70000,3,2,1175,,1983,
Single Family Residential,1372 Taughannock Blvd,Ulysses,NY,14850,266500,3,1,1209,2.9699954086317724,1950,
Single Family Residential,6 James St,Dryden,NY,13053,215000,3,2,1612,0.4679522497704316,1890,
Single Family Residential,410 W Cortland St,Groton,NY,13073,185000,4,2,1434,0.2099862258953168,1890,
Mobile/Manufactured Home,416 North Rd,Freeville,NY,13068,80000,3,,1560,1.8899908172635445,1989,
Single Family Residential,14 Hilton Rd,Dryden,NY,13053,262230,3,2,1968,0.3899908172635445,1987,
Single Family Residential,207 Williams St,Groton,NY,13073,156000,4,1.5,1173,0.25172176308539945,1880,
Single Family Residential,6 Leisure Ln,Dryden,NY,,265000,3,1.5,1679,0.6899908172635445,1974,
Single Family Residential,46 E Main Street St,Dryden,NY,13053,220000,3,1,1382,0.21999540863177228,1958,
Single Family Residential,2 Palmer Dr,Dryden,NY,13053,38000,2,2,1008,,2007,
Single Family Residential,2661 N Triphammer Rd,Lansing,NY,14850,222500,2,1,1328,2.3399908172635446,1950,
Single Family Residential,1049 Cortland Rd,Groton,NY,13073,233200,4,2,1680,2.3,2013,
Single Family Residential,15 E Ladoga Park Rd,Lansing,NY,,775000,2,2,1095,0.23999081726354454,2004,
Single Family Residential,21 Janivar Dr,Lansing,NY,14850,389900,4,2.5,2086,0.2699954086317723,1994,
Single Family Residential,1655 Dryden Rd,Freeville,NY,13068,212000,4,2,1618,1.3300045913682277,1953,
Single Family Residential,1655 Dryden Rd,Dryden,NY,,212000,4,2,1618,1.3300045913682277,1953,
Single Family Residential,1181 Taughannock Blvd,Ulysses,NY,14850,490000,2,1,1208,0.7199954086317722,1920,
Single Family Residential,29 Stevens Rd,Groton,NY,13102,248000,2,1.5,1628,0.4800045913682277,1870,
Single Family Residential,49 Hector St,Ulysses,NY,14886,185000,5,1.5,2436,0.6300045913682277,1900,
Single Family Residential,1584 Taughannock Blvd,Ulysses,NY,14886,100000,,,1452,1.2300045913682278,1948,
Single Family Residential,106 Tamarack Ln,Trumansburg,NY,14886,145000,4,2.5,3184,0.4,2004,
Single Family Residential,529 Warren Rd,Ithaca-town,NY,14850,357500,4,3,2404,0.7621900826446281,1969,
Single Family Residential,3101 Van Dorn Corners Rd,Ulysses,NY,14850,180000,3,1,888,1.519742883379247,1951,
Single Family Residential,642 Highland Rd,Ithaca,NY,14850,860000,5,3,4300,1.4899908172635445,1958,
Single Family Residential,545 Davis Rd,Lansing,NY,14882,480000,3,2,1611,56.139990817263545,2016,
Single Family Residential,73 South St St,Ulysses,NY,14886,370000,3,2.5,1859,0.8,1935,
Single Family Residential,1812 Trumansburg Rd,Trumansburg,NY,14886,330000,3,1.5,2085,1.15,1957,
Single Family Residential,107 Tamarack Ln,Ulysses,NY,14886,400000,2,2,1412,0.6699954086317723,1995,
Single Family Residential,6215 Perry City Rd,Ulysses,NY,14886,611000,5,4,4470,25.419995408631774,1987,
Single Family Residential,307 Winthrop Dr,Ithaca,NY,14850,505000,3,2.5,1713,0.4734848484848485,1967,
Single Family Residential,7615 Willow Creek Rd,Trumansburg,NY,14886,218000,4,3,2323,32.989990817263546,1900,
Single Family Residential,624 Cayuga Heights Rd,Ithaca,NY,14850,422500,3,3,1989,0.33000459136822774,1960,
Single Family Residential,216 Berkshire Rd,Ithaca,NY,14850,442216,3,2,2276,0.5899908172635445,1959,
Single Family Residential,511 Lansing Station Rd,Lansing,NY,14882,453000,1,1,780,0.5699954086317722,1930,
Single Family Residential,1840 Trumansburg Road Rd,Ulysses,NY,14886,250000,3,1.5,1968,0.8899908172635446,1931,
Single Family Residential,120 Briarwood Dr,Ithaca,NY,14850,875000,5,5,6159,0.6899908172635445,1996,
